MOB,ID,customer_id,Var1,Var4,Var5,Var6,Var7,Var15,Var16,Var24,Var29,Var30,Var3,Var11,Var12,Var14,target,Var27,Var28,income,loan_desc,Var8_q,Var25_q,Var26_q,Var20_1,Var21_1,Var22_1,Var23_1,Var17_1,working_months_1,ii_ratio,idi_ratio
7,11045898,32700164,1,0,1,1,3,1,1,0,0,1,1.0,4,8.0,1,0.0,0,0,1,5,10.0,10.0,10.0,1,1,1,1,2,6,3,3
7,11045899,32646609,1,3,2,3,8,0,0,0,0,1,1.0,4,8.0,3,0.0,0,0,1,3,10.0,0.0,0.0,1,1,1,2,0,5,9,6
7,11045901,32698403,1,0,2,1,0,1,1,0,0,1,3.0,4,8.0,1,0.0,0,0,1,5,10.0,1.0,0.0,0,0,0,0,2,2,0,0
7,11045902,32414618,1,3,4,1,3,1,3,0,0,1,1.0,4,8.0,3,0.0,0,0,0,1,3.0,1.0,0.0,0,0,0,0,0,4,6,6
7,11045903,32709269,1,3,4,1,2,2,2,1,2,1,1.0,4,8.0,0,0.0,0,0,1,1,0.0,7.0,10.0,0,1,1,1,5,9,0,3
7,11045904,32685855,1,3,2,1,5,0,0,0,0,1,1.0,4,8.0,0,0.0,0,0,1,1,3.0,1.0,7.0,0,0,1,1,1,8,6,6
7,11045905,32413503,2,3,2,1,3,1,1,0,0,1,1.0,4,4.0,1,0.0,0,0,5,3,10.0,5.0,10.0,0,0,0,0,5,0,3,0
7,11045907,32609848,2,6,4,1,4,0,0,0,0,1,1.0,4,4.0,3,0.0,0,0,6,1,3.0,10.0,10.0,0,0,0,0,5,4,0,9
7,11045908,32878830,1,6,7,1,1,0,0,0,0,1,1.0,4,8.0,0,0.0,0,0,1,1,3.0,7.0,10.0,0,0,0,0,1,4,3,3
7,11045910,32522252,1,3,2,3,8,0,0,0,0,1,1.0,4,8.0,1,0.0,0,0,1,1,0.0,10.0,10.0,0,0,1,2,3,2,9,6
7,11045911,32878506,1,0,1,1,1,1,1,0,0,1,3.0,4,8.0,3,0.0,0,0,1,5,10.0,10.0,10.0,1,2,2,2,1,2,0,1
7,11045913,32746431,1,6,2,1,6,1,3,0,0,1,1.0,4,8.0,0,0.0,0,0,6,1,3.0,7.0,7.0,0,0,1,1,2,8,3,2
7,11045914,32664897,1,3,7,1,0,2,2,0,0,1,1.0,4,8.0,0,0.0,0,0,1,3,10.0,5.0,0.0,2,2,2,2,2,3,0,2
7,11045915,32868126,1,0,0,1,3,0,2,0,0,1,1.0,4,8.0,0,0.0,0,0,1,5,10.0,5.0,0.0,0,0,0,2,0,5,6,1
7,11045917,32448911,1,0,0,3,7,0,1,0,0,1,3.0,4,8.0,0,0.0,0,0,1,5,10.0,10.0,10.0,0,0,1,1,2,6,6,6
7,11045918,32469363,1,3,2,1,3,1,1,0,0,1,1.0,7,8.0,1,0.0,0,0,0,1,0.0,1.0,7.0,0,0,0,0,0,0,9,0
7,11045919,32570848,1,3,4,3,7,1,1,0,0,1,1.0,4,8.0,1,0.0,0,0,0,1,0.0,5.0,0.0,0,2,2,2,0,1,9,6
7,11045920,32837664,2,0,1,1,2,0,0,0,0,1,1.0,4,4.0,0,0.0,0,0,6,5,10.0,9.0,10.0,0,0,0,0,7,7,0,9
7,11045921,32798724,1,6,9,1,0,1,1,0,0,1,1.0,4,8.0,3,0.0,0,0,1,1,0.0,0.0,10.0,1,1,1,1,2,4,0,0
7,11045922,32390788,1,3,7,1,0,0,0,0,0,1,1.0,7,8.0,0,1.0,0,0,0,3,10.0,10.0,10.0,0,0,0,1,1,0,9,0
7,11045925,32435921,2,6,7,3,7,1,3,0,0,1,1.0,4,4.0,0,0.0,0,0,1,1,3.0,5.0,0.0,2,3,3,3,5,9,6,9
7,11045927,32757013,1,3,4,3,8,1,1,0,2,1,1.0,4,8.0,1,0.0,0,0,1,1,0.0,3.0,7.0,0,0,0,1,1,9,9,6
7,11045928,32724622,1,0,1,3,7,1,1,0,0,1,1.0,4,8.0,3,0.0,0,0,1,5,10.0,10.0,10.0,0,0,0,0,1,3,9,6
7,11045931,32548469,1,3,7,1,1,1,1,0,0,1,1.0,4,8.0,3,0.0,0,0,1,1,0.0,1.0,0.0,0,1,2,2,0,9,0,1
7,11045934,32718071,1,3,7,1,1,1,1,0,0,1,1.0,4,8.0,1,0.0,0,0,1,3,10.0,0.0,0.0,0,1,1,1,1,1,3,2
7,11045936,32869583,1,0,0,3,6,0,0,0,0,1,3.0,4,8.0,3,0.0,0,0,1,5,10.0,0.0,0.0,0,1,1,1,0,9,6,6
7,11045937,32758124,1,0,0,1,2,4,4,1,0,1,3.0,4,8.0,0,0.0,0,0,1,5,10.0,1.0,0.0,1,1,1,2,3,2,3,3
7,11045938,32505306,1,3,4,1,2,0,0,0,0,1,1.0,4,8.0,1,0.0,0,0,1,1,0.0,0.0,10.0,0,1,1,1,2,0,3,3
7,11045939,32547199,2,0,0,1,1,1,1,0,0,1,1.0,4,4.0,1,0.0,0,0,1,5,10.0,10.0,0.0,0,1,1,1,1,7,0,6
7,11045940,32379959,2,3,4,1,3,0,0,0,0,1,1.0,4,1.0,3,0.0,0,0,6,1,0.0,1.0,0.0,0,0,0,0,2,7,0,6
7,11045943,32768486,1,0,7,1,0,1,3,0,0,1,1.0,4,8.0,1,0.0,0,0,1,5,10.0,10.0,10.0,0,0,0,1,1,5,0,0
7,11045944,32598035,1,3,4,3,8,0,0,0,0,1,1.0,4,8.0,3,0.0,0,0,1,1,0.0,1.0,0.0,0,1,1,1,3,4,6,6
7,11045946,32656643,1,3,4,1,2,2,4,0,0,1,1.0,4,8.0,1,0.0,0,0,0,3,10.0,7.0,10.0,1,1,1,1,0,7,6,3
7,11045947,32677364,1,3,2,1,5,0,0,0,0,1,1.0,4,8.0,1,0.0,0,0,1,1,3.0,0.0,0.0,1,1,1,1,1,9,6,6
7,11045949,32662062,1,3,4,3,6,1,1,0,0,1,1.0,4,8.0,1,0.0,0,1,0,1,0.0,1.0,0.0,0,0,0,0,0,2,9,6
7,11045950,32750825,3,3,4,1,3,1,3,1,0,1,1.0,4,3.0,1,0.0,0,0,6,1,3.0,9.0,10.0,0,1,1,1,5,7,0,3
7,11045951,32827393,1,0,4,3,2,0,0,0,0,1,1.0,4,8.0,0,0.0,0,0,0,5,10.0,0.0,0.0,0,1,1,1,0,7,6,3
7,11045952,32831001,1,0,1,6,8,0,2,0,0,1,1.0,4,8.0,1,0.0,0,0,1,5,10.0,5.0,0.0,1,1,1,1,1,6,9,9
7,11045953,32695932,2,3,4,1,2,1,3,0,0,1,1.0,4,4.0,3,0.0,0,0,1,3,10.0,3.0,0.0,1,1,2,2,2,2,0,6
7,11045955,32471714,1,0,0,1,3,0,0,0,0,1,3.0,4,8.0,1,0.0,0,0,1,5,10.0,3.0,0.0,1,1,1,2,2,4,6,6
7,11045956,32627147,1,0,0,1,3,1,1,0,0,1,3.0,4,8.0,1,0.0,0,0,1,5,10.0,10.0,10.0,1,1,1,2,3,4,3,3
7,11045957,32788127,1,3,9,1,0,0,0,0,2,1,1.0,1,8.0,3,0.0,0,0,0,4,10.0,3.0,0.0,0,0,0,0,0,6,0,1
7,11045959,32833637,2,0,1,3,5,0,0,0,0,1,3.0,4,4.0,1,0.0,0,0,1,5,10.0,3.0,10.0,0,0,0,0,1,6,6,6
7,11045960,32476544,1,3,7,1,2,1,1,0,0,1,1.0,4,8.0,1,0.0,0,0,1,1,0.0,3.0,10.0,0,0,0,0,1,8,3,2
7,11045962,32711943,1,3,9,1,0,1,1,0,0,1,1.0,4,8.0,0,0.0,0,0,0,3,10.0,10.0,10.0,2,2,2,2,1,8,0,1
7,11045963,32763169,1,0,2,1,2,1,1,0,1,1,1.0,4,8.0,0,1.0,0,0,0,5,10.0,10.0,10.0,0,1,1,1,1,4,6,6
7,11045964,32527624,1,0,0,1,5,1,3,0,0,1,1.0,4,8.0,3,0.0,0,0,1,5,10.0,7.0,0.0,0,0,0,1,1,3,6,3
7,11045967,32388871,1,0,2,1,1,1,1,0,0,1,1.0,4,8.0,1,1.0,0,1,0,4,10.0,10.0,10.0,0,0,1,1,1,0,6,6
7,11045968,32631521,2,6,4,1,4,0,2,0,0,1,1.0,4,4.0,1,0.0,0,0,6,1,3.0,10.0,10.0,1,1,2,2,5,0,0,6
7,11045969,32478224,2,3,4,1,2,1,1,0,0,1,1.0,4,4.0,1,0.0,0,0,6,3,10.0,9.0,0.0,0,0,2,2,5,4,0,2
7,11045971,32640738,1,0,2,1,3,0,2,0,0,1,1.0,4,8.0,3,0.0,0,0,1,3,10.0,5.0,10.0,0,0,1,1,2,7,3,3
7,11045972,32457165,1,0,0,1,2,0,0,0,0,1,1.0,1,8.0,1,0.0,0,0,1,5,10.0,1.0,10.0,0,0,0,0,2,3,3,3
7,11045973,32539656,2,3,9,1,0,1,1,0,1,1,1.0,4,4.0,1,0.0,0,0,1,1,0.0,10.0,10.0,0,0,0,0,2,7,0,0
7,11045974,32498264,1,3,4,1,2,1,1,0,0,1,1.0,4,8.0,1,0.0,0,0,0,3,10.0,1.0,10.0,1,1,1,1,1,6,6,6
7,11045975,32615499,1,0,0,3,6,1,1,0,0,1,3.0,4,8.0,0,0.0,0,0,0,5,10.0,1.0,0.0,0,0,0,1,0,4,9,6
7,11045976,32812162,2,3,7,1,1,1,1,0,0,1,1.0,4,4.0,1,0.0,0,0,6,3,10.0,3.0,0.0,0,1,1,1,3,4,0,1
7,11045977,32429739,3,3,2,1,3,3,3,0,0,1,1.0,4,4.0,0,0.0,0,0,5,3,10.0,7.0,10.0,0,0,0,0,5,5,0,6
7,11045978,32476319,2,0,1,1,2,1,1,0,2,1,1.0,1,4.0,3,0.0,0,0,1,5,10.0,10.0,10.0,0,0,0,0,2,9,0,6
7,11045980,32627052,1,3,4,1,4,0,0,0,0,1,1.0,4,8.0,0,0.0,0,0,1,1,0.0,1.0,0.0,0,0,0,0,1,5,3,2
7,11045981,32590235,1,3,9,6,7,0,0,0,2,1,1.0,4,8.0,0,0.0,0,0,0,1,3.0,0.0,0.0,1,2,2,2,0,6,9,6
7,11045982,32821408,1,6,2,1,6,1,1,0,0,1,1.0,4,8.0,1,0.0,0,0,5,1,3.0,3.0,7.0,0,0,0,0,3,9,6,3
7,11045986,32781468,2,0,0,1,5,3,5,0,0,1,1.0,4,4.0,1,0.0,0,0,6,5,10.0,7.0,0.0,0,0,1,1,5,9,0,6
7,11045987,32805095,1,3,7,3,5,0,0,0,0,1,1.0,3,8.0,1,0.0,0,0,1,3,10.0,5.0,0.0,0,1,1,1,5,8,6,6
7,11045988,32698567,1,0,9,1,0,0,2,0,0,1,1.0,4,8.0,0,0.0,0,0,0,3,10.0,0.0,0.0,3,3,3,3,0,9,0,0
7,11045991,32856584,1,3,2,3,9,1,1,1,0,1,1.0,4,8.0,1,0.0,0,0,1,4,10.0,5.0,7.0,1,1,1,1,1,5,9,6
7,11045994,32497939,1,0,1,1,0,1,3,0,0,1,3.0,4,8.0,1,0.0,0,0,0,5,10.0,1.0,10.0,0,0,0,0,1,9,3,3
7,11045995,32856329,1,3,2,1,6,0,0,1,0,1,1.0,4,8.0,3,0.0,0,0,1,1,0.0,5.0,10.0,1,2,2,2,5,4,6,6
7,11045996,32482112,1,3,4,1,2,2,2,0,0,1,1.0,4,8.0,1,0.0,0,0,0,1,0.0,10.0,10.0,1,2,2,2,0,6,6,6
7,11045998,32803780,1,3,4,1,1,0,0,0,0,1,1.0,2,8.0,3,0.0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,3,3,3
7,11045999,32399974,1,3,4,3,7,0,0,0,0,1,1.0,4,8.0,0,0.0,0,0,0,1,0.0,10.0,10.0,0,0,0,0,0,7,9,6
7,11046002,32419508,1,6,4,1,4,1,1,0,0,1,1.0,4,8.0,1,0.0,0,1,1,1,3.0,1.0,10.0,0,0,0,0,1,8,6,6
7,11046005,32606088,1,6,4,6,9,1,1,0,0,1,1.0,4,8.0,0,0.0,0,0,1,1,3.0,1.0,10.0,2,2,2,2,1,4,9,9
7,11046008,32804289,1,3,2,1,5,0,0,0,0,1,1.0,4,8.0,0,0.0,0,0,1,1,0.0,5.0,0.0,1,1,1,1,1,6,6,6
7,11046009,32499285,2,3,4,3,7,0,0,0,0,1,1.0,4,4.0,1,0.0,0,0,5,1,0.0,1.0,0.0,0,0,0,0,3,4,6,6
7,11046010,32876573,1,3,4,1,4,1,1,0,2,1,1.0,4,8.0,3,0.0,0,0,1,1,0.0,5.0,7.0,0,1,1,1,1,3,6,3
7,11046011,32593336,3,3,7,1,1,0,0,0,0,1,1.0,4,2.0,3,0.0,0,0,6,1,3.0,10.0,10.0,1,1,1,1,7,6,0,1
7,11046012,32813534,2,3,4,1,1,0,0,0,0,1,1.0,4,4.0,1,0.0,0,0,6,3,10.0,0.0,10.0,0,1,2,2,5,7,0,6
7,11046013,32460204,1,0,0,3,9,0,0,0,1,1,1.0,4,8.0,0,0.0,0,0,1,5,10.0,1.0,10.0,2,2,2,2,3,5,9,9
7,11046017,32690800,1,0,0,1,3,0,0,0,0,1,1.0,4,8.0,1,0.0,0,0,1,5,10.0,3.0,0.0,0,0,0,0,2,5,3,3
7,11046018,32450201,1,3,4,1,3,1,1,0,0,1,1.0,4,8.0,1,0.0,0,0,1,3,10.0,1.0,7.0,2,2,2,2,1,2,6,3
7,11046020,32671038,2,0,1,1,0,0,0,1,0,1,1.0,4,4.0,0,0.0,0,0,6,5,10.0,7.0,0.0,0,0,1,1,5,5,0,3
7,11046021,32534205,1,6,7,1,2,2,2,0,0,1,1.0,4,8.0,3,0.0,0,0,0,1,0.0,0.0,0.0,0,2,2,2,0,5,6,6
7,11046023,32807763,1,3,7,1,0,0,0,0,1,1,1.0,4,8.0,0,0.0,0,0,0,1,3.0,3.0,10.0,0,0,1,1,1,9,0,2
7,11046024,32564897,2,3,4,3,6,4,4,0,0,1,1.0,4,4.0,3,0.0,0,0,1,4,10.0,10.0,10.0,0,1,1,1,2,1,6,6
7,11046025,32654248,1,0,0,1,2,1,2,0,0,1,3.0,4,8.0,1,0.0,0,0,1,5,10.0,3.0,0.0,1,1,1,1,0,1,3,3
7,11046026,32440752,1,6,9,3,1,1,1,0,0,1,1.0,4,8.0,1,0.0,0,0,0,1,3.0,1.0,0.0,0,1,1,1,1,1,6,3
7,11046028,32449290,2,0,0,1,2,1,3,0,1,1,3.0,4,4.0,3,0.0,0,0,5,5,10.0,1.0,0.0,0,1,1,1,5,2,0,0
7,11046030,32573280,2,3,4,1,3,1,1,0,0,1,1.0,4,4.0,3,0.0,0,0,1,1,3.0,10.0,10.0,0,2,2,2,5,9,0,9
7,11046033,32606390,1,3,2,1,6,2,2,0,0,1,1.0,4,8.0,1,0.0,0,0,1,1,0.0,5.0,7.0,0,0,1,1,1,3,6,6
7,11046036,32566867,3,0,0,1,1,0,0,0,0,1,3.0,4,4.0,3,0.0,0,0,5,5,10.0,10.0,10.0,0,0,0,0,2,5,0,1
7,11046037,32369545,1,6,9,1,0,0,0,0,1,1,1.0,4,8.0,0,0.0,0,0,1,1,3.0,10.0,10.0,0,2,2,2,0,5,0,0
7,11046038,32876049,1,3,4,1,1,1,1,0,0,1,1.0,4,8.0,1,0.0,0,0,1,3,10.0,7.0,0.0,0,0,0,0,3,7,3,2
7,11046039,32431918,3,6,7,1,1,2,4,0,0,1,1.0,4,4.0,1,0.0,0,0,1,1,3.0,0.0,0.0,0,1,1,1,1,0,0,6
7,11046040,32811077,1,0,0,1,3,0,0,0,0,1,1.0,4,8.0,0,0.0,0,0,1,5,10.0,10.0,10.0,0,0,0,0,1,9,3,2
7,11046041,32621389,1,3,4,3,8,0,0,0,0,1,1.0,4,8.0,0,0.0,0,0,1,1,3.0,10.0,10.0,0,0,1,1,1,8,6,6
7,11046042,32613832,2,3,2,3,8,0,0,0,0,1,1.0,4,4.0,0,0.0,0,0,6,3,10.0,1.0,0.0,1,1,1,1,5,7,6,9
7,11046043,32570185,1,6,7,1,2,1,1,0,0,1,1.0,4,8.0,3,0.0,0,0,0,1,3.0,10.0,10.0,0,0,0,0,0,4,6,6
7,11046044,32700298,1,6,9,1,1,1,1,0,0,1,1.0,4,8.0,1,0.0,1,1,0,1,3.0,3.0,0.0,0,0,0,0,1,2,3,3
7,11046045,32406056,1,3,4,1,4,0,0,0,2,1,1.0,3,8.0,3,0.0,0,0,1,1,0.0,3.0,0.0,0,1,1,2,1,9,6,6
7,11046046,32861606,1,0,0,1,1,2,4,0,0,1,3.0,4,8.0,3,0.0,0,0,1,5,10.0,1.0,0.0,0,0,0,0,1,0,3,2
7,11046047,32639715,1,3,4,1,3,2,2,0,0,1,1.0,4,8.0,1,0.0,0,0,1,1,0.0,3.0,0.0,0,0,0,0,0,5,6,3
7,11046049,32469620,1,3,7,1,0,1,1,0,0,1,1.0,4,8.0,3,0.0,0,0,1,1,0.0,1.0,10.0,0,0,0,0,2,9,0,0
7,11046050,32633262,1,0,1,1,0,1,1,0,0,1,3.0,4,8.0,0,0.0,0,0,0,5,10.0,10.0,10.0,0,0,2,2,1,0,0,2
7,11046052,32521681,1,3,2,1,5,0,2,0,0,1,1.0,4,8.0,3,0.0,0,0,1,1,0.0,10.0,10.0,0,0,0,0,1,6,6,6
7,11046055,32510030,1,0,0,1,1,0,0,0,0,1,3.0,4,8.0,0,0.0,0,0,0,5,10.0,10.0,10.0,1,2,2,2,1,3,3,3
7,11046056,32653196,1,3,2,1,4,0,0,0,0,1,1.0,7,8.0,0,0.0,0,0,0,1,0.0,3.0,7.0,0,1,1,1,1,0,9,0
7,11046059,32532575,1,0,1,1,3,0,0,0,0,1,1.0,4,8.0,3,0.0,0,0,1,5,10.0,10.0,10.0,0,0,1,1,1,1,6,3
7,11046060,32854433,1,0,0,3,8,0,0,0,0,1,1.0,4,8.0,0,0.0,0,0,1,5,10.0,3.0,0.0,0,1,1,1,1,8,9,6
7,11046061,32665578,1,0,1,1,1,0,0,0,0,1,3.0,4,8.0,0,0.0,0,0,1,5,10.0,3.0,10.0,0,0,0,1,1,2,3,2
7,11046062,32656913,1,3,2,1,5,1,1,0,0,1,1.0,4,8.0,3,0.0,0,0,1,1,0.0,1.0,0.0,0,0,0,0,2,0,6,6
7,11046063,32589496,1,3,7,3,7,1,1,0,0,1,1.0,4,8.0,1,1.0,0,0,0,1,0.0,10.0,10.0,1,1,1,1,0,9,9,6
7,11046064,32745621,1,0,0,3,8,3,3,0,0,1,3.0,4,8.0,1,0.0,0,0,1,5,10.0,10.0,10.0,0,1,1,1,1,8,9,6
7,11046066,32783885,3,6,7,1,2,0,2,0,0,1,1.0,4,4.0,0,0.0,0,0,1,1,3.0,10.0,10.0,0,0,0,0,3,6,0,6
7,11046068,32556196,3,0,2,6,9,1,1,0,2,1,1.0,2,4.0,1,0.0,0,0,6,3,10.0,1.0,7.0,0,0,0,0,7,0,6,9
7,11046069,32534602,1,0,1,1,4,3,3,0,0,1,1.0,4,8.0,1,0.0,0,0,1,1,0.0,1.0,0.0,0,0,0,0,1,5,6,6
7,11046074,32793973,1,3,4,1,5,0,0,0,2,1,1.0,4,8.0,0,0.0,1,1,1,1,0.0,5.0,0.0,0,0,0,0,2,5,6,6
7,11046075,32808883,1,0,0,1,4,0,0,0,0,1,3.0,4,8.0,1,0.0,0,0,1,5,10.0,3.0,0.0,1,1,1,1,2,2,3,3
7,11046077,32859767,1,0,0,1,2,1,1,0,0,1,3.0,4,8.0,1,0.0,0,0,1,5,10.0,3.0,0.0,1,1,1,2,1,7,3,3
7,11046078,32490206,1,0,0,1,3,2,2,0,0,1,1.0,4,8.0,3,0.0,0,0,1,5,10.0,10.0,10.0,1,1,1,1,1,2,6,3
7,11046080,32713542,1,3,4,1,3,1,1,0,0,1,1.0,4,8.0,0,0.0,0,0,1,1,0.0,7.0,0.0,1,1,1,1,1,7,6,6
7,11046081,32450046,1,6,9,3,4,1,1,0,0,1,1.0,4,8.0,3,0.0,0,0,1,1,3.0,10.0,10.0,0,0,0,0,1,0,6,3
7,11046082,32668987,1,3,7,6,8,3,3,0,1,1,1.0,4,8.0,1,0.0,0,0,1,3,10.0,10.0,10.0,0,0,1,1,1,3,9,9
7,11046084,32803596,1,3,9,1,0,1,1,0,0,1,1.0,4,8.0,3,0.0,0,0,0,4,10.0,0.0,0.0,1,1,1,1,0,4,0,2
7,11046085,32465813,1,0,0,3,7,0,0,1,0,1,3.0,3,8.0,3,0.0,0,0,1,5,10.0,3.0,10.0,1,1,1,1,5,0,6,6
7,11046086,32529947,3,3,4,1,4,0,0,0,0,1,1.0,1,7.0,1,0.0,0,0,1,3,10.0,1.0,0.0,1,1,1,1,2,5,3,3
7,11046087,32809057,2,3,7,3,5,3,3,0,0,1,1.0,4,4.0,3,0.0,0,0,1,1,0.0,10.0,10.0,0,0,1,1,3,0,6,0
7,11046088,32401633,1,0,4,1,0,1,1,0,0,1,1.0,4,8.0,1,0.0,0,0,0,1,0.0,1.0,0.0,0,0,0,0,0,6,3,1
7,11046089,32603216,2,3,4,1,4,1,1,0,0,1,1.0,3,4.0,1,0.0,0,0,1,1,0.0,5.0,0.0,0,0,0,0,3,1,3,6
7,11046090,32801447,1,3,7,1,1,1,1,0,1,1,1.0,4,8.0,3,0.0,0,0,1,1,0.0,1.0,10.0,0,0,0,1,0,5,3,1
7,11046091,32606987,2,6,7,1,1,0,2,0,0,1,1.0,4,4.0,1,0.0,0,0,1,1,3.0,1.0,10.0,2,2,2,2,5,1,0,6
7,11046092,32868335,1,3,2,1,5,2,2,0,2,1,1.0,4,8.0,0,0.0,0,0,1,3,10.0,1.0,10.0,0,1,1,1,1,1,6,6
7,11046093,32454706,1,3,9,1,0,2,2,0,1,1,1.0,4,8.0,1,0.0,0,0,0,1,0.0,3.0,0.0,0,1,2,2,0,6,0,1
7,11046094,32792440,1,3,7,1,1,0,1,0,0,1,1.0,4,8.0,3,0.0,0,0,0,1,0.0,5.0,0.0,1,1,1,1,0,3,3,3
7,11046095,32811160,1,0,4,1,0,1,1,0,1,1,1.0,4,8.0,3,1.0,0,0,1,5,10.0,1.0,0.0,1,1,1,1,1,5,0,0
7,11046097,32792182,2,0,1,1,1,0,2,0,0,1,3.0,4,4.0,0,0.0,0,0,1,5,10.0,5.0,0.0,0,1,1,1,5,9,0,9
7,11046098,32717264,2,3,4,1,2,2,2,0,0,1,1.0,4,4.0,1,0.0,0,0,1,3,10.0,0.0,10.0,1,1,1,1,5,7,0,0
7,11046101,32596182,1,0,0,1,4,0,2,0,0,1,3.0,4,8.0,3,0.0,0,0,1,5,10.0,10.0,10.0,0,0,0,2,2,1,3,3
7,11046102,32723183,1,3,7,6,8,0,0,0,0,1,1.0,4,8.0,0,0.0,0,0,1,1,0.0,10.0,10.0,0,0,0,0,1,0,9,6
7,11046103,32788000,1,3,7,1,1,1,1,0,0,1,1.0,4,8.0,1,0.0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,6,6,3
7,11046104,32440047,1,6,4,1,5,1,1,0,0,1,1.0,4,8.0,3,0.0,0,0,1,1,3.0,3.0,10.0,0,0,0,0,1,2,6,6
7,11046106,32451282,1,3,1,1,6,0,0,0,0,1,1.0,4,8.0,3,0.0,0,0,5,3,10.0,10.0,10.0,0,0,0,0,2,6,6,3
7,11046108,32588188,1,3,2,3,8,2,2,0,0,1,1.0,4,8.0,1,0.0,0,0,1,1,0.0,5.0,0.0,0,0,0,0,5,4,9,6
7,11046110,32539723,1,0,0,1,3,1,1,0,0,1,1.0,4,8.0,1,0.0,0,0,1,5,10.0,10.0,10.0,0,1,1,1,0,2,6,3
7,11046111,32422860,1,3,4,1,1,0,0,0,0,1,1.0,4,8.0,1,0.0,0,1,0,3,10.0,5.0,0.0,0,0,0,1,0,3,3,3
7,11046114,32571839,1,6,9,1,1,0,2,0,2,1,1.0,4,8.0,1,0.0,0,0,1,1,3.0,1.0,10.0,0,0,0,0,1,9,3,3
7,11046115,32418429,1,3,2,1,4,3,3,0,1,1,1.0,4,8.0,0,0.0,0,0,1,3,10.0,5.0,10.0,0,0,1,2,2,4,3,3
7,11046116,32876546,4,0,0,1,1,1,3,0,0,1,3.0,4,1.0,1,0.0,0,0,5,5,10.0,1.0,0.0,1,1,1,1,2,4,0,9
7,11046118,32413816,1,3,7,1,1,1,1,0,0,1,1.0,4,8.0,1,0.0,0,0,1,1,0.0,3.0,0.0,1,1,1,1,1,9,3,2
7,11046121,32524509,1,3,2,1,5,0,0,0,0,1,1.0,4,8.0,0,0.0,0,0,1,3,10.0,3.0,0.0,0,0,1,1,2,2,6,3
7,11046123,32821778,3,0,2,3,2,2,2,0,0,1,1.0,4,4.0,3,0.0,0,0,1,5,10.0,0.0,0.0,0,1,1,1,1,8,3,6
7,11046124,32870558,1,6,7,1,2,3,3,0,0,1,1.0,4,8.0,0,0.0,0,0,1,1,3.0,10.0,10.0,1,1,1,1,0,0,3,3
7,11046125,32813144,1,0,2,1,0,1,1,0,0,1,3.0,4,8.0,1,0.0,0,0,1,5,10.0,3.0,10.0,0,1,1,1,1,5,0,1
7,11046126,32783809,1,3,4,3,6,3,3,0,0,1,1.0,4,8.0,1,0.0,0,0,1,1,0.0,0.0,0.0,0,0,0,0,2,7,6,6
7,11046130,32607187,2,3,9,3,2,1,1,0,1,1,1.0,4,4.0,3,0.0,0,0,5,1,0.0,0.0,0.0,0,0,1,1,5,1,0,6
7,11046131,32598632,2,3,4,1,2,1,1,0,0,1,1.0,4,4.0,0,0.0,0,0,1,3,10.0,10.0,10.0,0,0,0,1,2,0,3,6
7,11046132,32729103,1,3,4,1,4,0,0,0,0,1,1.0,4,8.0,1,0.0,0,0,1,1,3.0,1.0,10.0,0,0,0,0,1,9,6,6
7,11046134,32496494,1,3,9,1,0,0,0,0,0,1,1.0,4,8.0,0,0.0,0,0,1,1,3.0,0.0,10.0,1,1,1,1,2,0,0,0
7,11046136,32661283,1,0,9,3,1,0,0,0,0,1,1.0,4,8.0,3,0.0,0,0,1,1,0.0,5.0,0.0,0,0,0,0,1,7,3,2
7,11046137,32703923,3,3,4,1,2,2,2,0,1,1,1.0,4,4.0,1,0.0,0,0,1,1,0.0,10.0,10.0,1,1,1,1,2,7,3,9
7,11046140,32419925,1,0,0,1,3,0,0,0,0,1,1.0,4,8.0,1,0.0,0,0,1,5,10.0,7.0,0.0,0,0,0,0,3,1,3,6
7,11046142,32428093,1,0,1,1,1,4,6,0,0,1,1.0,4,8.0,3,0.0,0,0,0,5,10.0,3.0,0.0,0,0,0,0,0,1,6,3
7,11046143,32723438,1,0,0,1,3,2,2,0,0,1,3.0,4,8.0,0,0.0,0,0,1,5,10.0,3.0,10.0,0,0,1,1,1,9,6,3
7,11046144,32725797,1,0,0,1,4,1,1,0,0,1,1.0,4,8.0,3,0.0,0,0,1,5,10.0,1.0,0.0,0,0,0,0,2,1,6,6
7,11046145,32781390,1,3,7,3,5,3,3,0,0,1,1.0,4,8.0,0,0.0,0,0,0,4,10.0,10.0,10.0,0,0,1,3,0,5,6,6
7,11046146,32745435,1,3,7,1,1,0,0,0,0,1,1.0,4,8.0,1,0.0,0,0,1,1,0.0,10.0,10.0,2,2,2,2,1,9,0,1
7,11046147,32498109,1,3,2,1,5,0,1,0,0,1,1.0,4,8.0,1,0.0,0,0,1,1,3.0,5.0,0.0,1,1,1,1,5,4,6,6
7,11046148,32830957,1,3,7,3,4,0,0,0,0,1,1.0,4,8.0,0,0.0,0,0,0,3,10.0,3.0,0.0,0,0,0,0,0,1,6,6
7,11046149,32647936,2,0,2,3,5,0,0,0,1,1,1.0,4,4.0,3,1.0,0,0,6,5,10.0,0.0,0.0,0,0,1,1,7,1,3,0
